GCKDGN101A00AO 	 0.383276 	 other biological processes  
isotig06570 	 0.177043 	 other metabolic processes 
isotig06572 	 0.996466 	 developmental processes  
isotig06572 	 0.996466 	 other biological processes 
isotig06573 	 0.620453 	 developmental processes  
isotig06574 	 0.281456 	 death   
isotig06575 	 0.701221 	 developmental processes  
isotig06575 	 0.701221 	 other biological processes 
isotig06575 	 0.701221 	 transport   
isotig06576 	 0.375688 	 other biological processes 
isotig06578 	 1.07623 	 developmental processes  
isotig06578 	 1.07623 	 other biological processes 
isotig06578 	 1.07623 	 other metabolic processes 
isotig06578 	 1.07623 	 signal transduction  
isotig06578 	 1.07623 	 stress response  
isotig06579 	 0.897484 	 DNA metabolism  
isotig06579 	 0.897484 	 cell cycle and proliferation
isotig06579 	 0.897484 	 cell organization and biogenesis
isotig06579 	 0.897484 	 other biological processes 
isotig06579 	 0.897484 	 other metabolic processes 
isotig06579 	 0.897484 	 signal transduction  
isotig06579 	 0.897484 	 stress response  
isotig06580 	 1.20201 	 transport   
isotig06581 	 0.322665 	 other biological processes 
isotig06581 	 0.322665 	 signal transduction  
isotig06584 	 1.19626 	 RNA metabolism  
isotig06584 	 1.19626 	 cell organization and biogenesis
isotig06584 	 1.19626 	 developmental processes  
isotig06584 	 1.19626 	 protein metabolism  
isotig06585 	 1.04335 	 other metabolic processes 
isotig06586 	 0.732721 	 protein metabolism  
isotig06588 	 0.710015 	 other metabolic processes 
isotig06588 	 0.710015 	 protein metabolism  
isotig06589 	 0.352446 	 cell organization and biogenesis
isotig06592 	 0.404612 	 RNA metabolism  
isotig06593 	 1.00199 	 other metabolic processes 
isotig06593 	 1.00199 	 protein metabolism  
isotig06594 	 0.899212 	 other metabolic processes 
isotig06596 	 1.0584 	 RNA metabolism  
isotig06596 	 1.0584 	 cell cycle and proliferation
isotig06596 	 1.0584 	 death   
isotig06596 	 1.0584 	 developmental processes  
isotig06597 	 0.651336 	 cell organization and biogenesis
isotig06597 	 0.651336 	 developmental processes  
isotig06597 	 0.651336 	 transport   
isotig06599 	 0.423753 	 protein metabolism  
isotig06600 	 0.233108 	 RNA metabolism  
isotig06601 	 0.617488 	 cell cycle and proliferation
isotig06601 	 0.617488 	 other metabolic processes 
isotig06601 	 0.617488 	 protein metabolism  
isotig06605 	 0.354586 	 transport   
isotig06606 	 0.412225 	 cell cycle and proliferation
isotig06606 	 0.412225 	 cell organization and biogenesis
isotig06606 	 0.412225 	 other biological processes 
isotig06606 	 0.412225 	 other metabolic processes 
isotig06606 	 0.412225 	 protein metabolism  
isotig06609 	 0.581613 	 other biological processes 
isotig06610 	 0.614921 	 cell cycle and proliferation
isotig06610 	 0.614921 	 cell organization and biogenesis
isotig06610 	 0.614921 	 other biological processes 
isotig06615 	 0.708801 	 protein metabolism  
isotig06616 	 0.401385 	 other biological processes 
isotig06616 	 0.401385 	 other metabolic processes 
isotig06616 	 0.401385 	 signal transduction  
isotig06616 	 0.401385 	 transport   
isotig06617 	 1.07372 	 RNA metabolism  
isotig06617 	 1.07372 	 transport   
isotig06619 	 1.1861 	 other metabolic processes 
isotig06620 	 0.935659 	 protein metabolism  
isotig06622 	 0.819789 	 transport   
isotig06623 	 0.0840203 	 protein metabolism  
isotig06623 	 0.0840203 	 stress response  
isotig06625 	 0.305702 	 other metabolic processes 
isotig06625 	 0.305702 	 transport   
isotig06626 	 0.173613 	 other metabolic processes 
isotig06627 	 0.294234 	 other biological processes 
isotig06627 	 0.294234 	 signal transduction  
isotig06630 	 0.419401 	 RNA metabolism  
isotig06630 	 0.419401 	 transport   
isotig06632 	 0.435158 	 RNA metabolism  
isotig06632 	 0.435158 	 other metabolic processes 
isotig06633 	 0.827991 	 other biological processes 
isotig06633 	 0.827991 	 other metabolic processes 
isotig06633 	 0.827991 	 transport   
isotig06634 	 0.345068 	 cell organization and biogenesis
isotig06634 	 0.345068 	 other biological processes 
isotig06634 	 0.345068 	 other metabolic processes 
isotig06637 	 0.659769 	 other metabolic processes 
isotig06639 	 1.02836 	 other metabolic processes 
isotig06641 	 0.827844 	 cell organization and biogenesis
isotig06641 	 0.827844 	 developmental processes  
isotig06641 	 0.827844 	 other biological processes 
isotig06641 	 0.827844 	 signal transduction  
isotig06642 	 0.443362 	 transport   
isotig06643 	 1.05818 	 transport   
isotig06646 	 1.00236 	 RNA metabolism  
isotig06646 	 1.00236 	 cell cycle and proliferation
isotig06646 	 1.00236 	 other biological processes 
isotig06646 	 1.00236 	 other metabolic processes 
isotig06646 	 1.00236 	 protein metabolism  
isotig06648 	 0.703702 	 RNA metabolism  
isotig06648 	 0.703702 	 cell organization and biogenesis
isotig06648 	 0.703702 	 developmental processes  
isotig06648 	 0.703702 	 other metabolic processes 
isotig06649 	 0.880926 	 DNA metabolism  
isotig06649 	 0.880926 	 stress response  
isotig06650 	 1.16337 	 developmental processes  
isotig06651 	 0.563246 	 developmental processes  
isotig06651 	 0.563246 	 other biological processes 
isotig06651 	 0.563246 	 other metabolic processes 
isotig06651 	 0.563246 	 stress response  
isotig06651 	 0.563246 	 transport   
isotig06652 	 0.425478 	 DNA metabolism  
isotig06652 	 0.425478 	 RNA metabolism  
isotig06652 	 0.425478 	 other biological processes 
isotig06652 	 0.425478 	 protein metabolism  
isotig06652 	 0.425478 	 stress response  
isotig06652 	 0.425478 	 transport   
isotig06654 	 0.80576 	 death   
isotig06655 	 0.283631 	 cell adhesion  
isotig06655 	 0.283631 	 cell organization and biogenesis
isotig06656 	 0.481843 	 RNA metabolism  
isotig06656 	 0.481843 	 cell cycle and proliferation
isotig06656 	 0.481843 	 other metabolic processes 
isotig06656 	 0.481843 	 protein metabolism  
isotig06662 	 0.71681 	 protein metabolism  
isotig06664 	 1.00966 	 cell adhesion  
isotig06670 	 0.919813 	 other metabolic processes 
isotig06674 	 0.248881 	 protein metabolism  
isotig06674 	 0.248881 	 signal transduction  
isotig06675 	 1.00594 	 other metabolic processes 
isotig06679 	 0.287889 	 DNA metabolism  
isotig06679 	 0.287889 	 cell organization and biogenesis
isotig06679 	 0.287889 	 other biological processes 
isotig06679 	 0.287889 	 protein metabolism  
isotig06679 	 0.287889 	 stress response  
isotig06685 	 1.03734 	 RNA metabolism  
isotig06685 	 1.03734 	 other biological processes 
isotig06685 	 1.03734 	 other metabolic processes 
isotig06685 	 1.03734 	 signal transduction  
isotig06685 	 1.03734 	 stress response  
isotig06686 	 0.451944 	 other biological processes 
isotig06687 	 1.29109 	 protein metabolism  
isotig06688 	 0.728316 	 other metabolic processes 
isotig06689 	 0.755103 	 death   
isotig06689 	 0.755103 	 other biological processes 
isotig06689 	 0.755103 	 signal transduction  
isotig06690 	 0.500366 	 RNA metabolism  
isotig06690 	 0.500366 	 cell cycle and proliferation
isotig06695 	 0.534491 	 other biological processes 
isotig06695 	 0.534491 	 transport   
isotig06703 	 0.180531 	 RNA metabolism  
isotig06703 	 0.180531 	 cell organization and biogenesis
isotig06704 	 1.12135 	 RNA metabolism  
isotig06704 	 1.12135 	 other biological processes 
isotig06705 	 0.410249 	 other metabolic processes 
isotig06709 	 0.488645 	 developmental processes  
isotig06709 	 0.488645 	 other metabolic processes 
isotig06709 	 0.488645 	 stress response  
isotig06710 	 0.484899 	 protein metabolism  
isotig06712 	 0.82432 	 other metabolic processes 
isotig06713 	 0.314583 	 other metabolic processes 
isotig06713 	 0.314583 	 transport   
isotig06714 	 0.649382 	 other biological processes 
isotig06715 	 0.660781 	 other metabolic processes 
isotig06716 	 0.534032 	 other metabolic processes 
isotig06717 	 0.767056 	 developmental processes  
isotig06724 	 0.384818 	 cell adhesion  
isotig06725 	 0.878608 	 RNA metabolism  
isotig06725 	 0.878608 	 other metabolic processes 
isotig06725 	 0.878608 	 signal transduction  
isotig06728 	 0.525358 	 RNA metabolism  
isotig06728 	 0.525358 	 cell organization and biogenesis
isotig06728 	 0.525358 	 other biological processes 
isotig06728 	 0.525358 	 other metabolic processes 
isotig06728 	 0.525358 	 protein metabolism  
isotig06729 	 1.10176 	 cell adhesion  
isotig06732 	 0.462177 	 other metabolic processes 
isotig06732 	 0.462177 	 stress response  
isotig06732 	 0.462177 	 transport   
isotig06733 	 0.413176 	 cell cycle and proliferation
isotig06733 	 0.413176 	 cell organization and biogenesis
isotig06736 	 0.396515 	 cell cycle and proliferation
isotig06736 	 0.396515 	 cell organization and biogenesis
isotig06736 	 0.396515 	 developmental processes  
isotig06736 	 0.396515 	 other biological processes 
isotig06736 	 0.396515 	 protein metabolism  
isotig06741 	 0.75539 	 cell adhesion  
isotig06741 	 0.75539 	 cell organization and biogenesis
isotig06741 	 0.75539 	 cell-cell signaling  
isotig06741 	 0.75539 	 developmental processes  
isotig06741 	 0.75539 	 other biological processes 
isotig06741 	 0.75539 	 signal transduction  
isotig06743 	 0.287716 	 other metabolic processes 
isotig06744 	 0.994925 	 death   
isotig06744 	 0.994925 	 developmental processes  
isotig06744 	 0.994925 	 other biological processes 
isotig06744 	 0.994925 	 stress response  
isotig06745 	 0.78474 	 cell cycle and proliferation
isotig06745 	 0.78474 	 protein metabolism  
isotig06745 	 0.78474 	 signal transduction  
isotig06745 	 0.78474 	 stress response  
isotig06745 	 0.78474 	 transport   
isotig06747 	 1.23329 	 RNA metabolism  
isotig06747 	 1.23329 	 developmental processes  
isotig06747 	 1.23329 	 other biological processes 
isotig06748 	 0.875529 	 other biological processes 
isotig06748 	 0.875529 	 other metabolic processes 
isotig06750 	 0.860398 	 other metabolic processes 
isotig06750 	 0.860398 	 protein metabolism  
isotig06750 	 0.860398 	 signal transduction  
isotig06751 	 0.426408 	 RNA metabolism  
isotig06751 	 0.426408 	 cell cycle and proliferation
isotig06752 	 0.768294 	 other metabolic processes 
isotig06752 	 0.768294 	 transport   
isotig06753 	 1.06218 	 RNA metabolism  
isotig06753 	 1.06218 	 cell organization and biogenesis
isotig06753 	 1.06218 	 death   
isotig06753 	 1.06218 	 developmental processes  
isotig06753 	 1.06218 	 other biological processes 
isotig06753 	 1.06218 	 protein metabolism  
isotig06753 	 1.06218 	 signal transduction  
isotig06753 	 1.06218 	 transport   
isotig06754 	 0.39394 	 other biological processes 
isotig06754 	 0.39394 	 other metabolic processes 
isotig06755 	 0.832511 	 cell adhesion  
isotig06755 	 0.832511 	 cell cycle and proliferation
isotig06755 	 0.832511 	 cell organization and biogenesis
isotig06755 	 0.832511 	 developmental processes  
isotig06755 	 0.832511 	 signal transduction  
isotig06756 	 0.80919 	 other metabolic processes 
isotig06757 	 0.505094 	 cell cycle and proliferation
isotig06757 	 0.505094 	 cell organization and biogenesis
isotig06757 	 0.505094 	 other biological processes 
isotig06757 	 0.505094 	 other metabolic processes 
isotig06758 	 0.782775 	 cell adhesion  
isotig06758 	 0.782775 	 other biological processes 
isotig06760 	 0.840383 	 RNA metabolism  
isotig06761 	 0.826891 	 cell cycle and proliferation
isotig06761 	 0.826891 	 other biological processes 
isotig06762 	 0.950561 	 DNA metabolism  
isotig06762 	 0.950561 	 cell cycle and proliferation
isotig06762 	 0.950561 	 cell organization and biogenesis
isotig06762 	 0.950561 	 stress response  
isotig06764 	 0.945485 	 other biological processes 
isotig06765 	 0.866274 	 death   
isotig06765 	 0.866274 	 other biological processes 
isotig06765 	 0.866274 	 protein metabolism  
isotig06765 	 0.866274 	 stress response  
isotig06765 	 0.866274 	 transport   
isotig06766 	 0.467022 	 protein metabolism  
isotig06766 	 0.467022 	 stress response  
isotig06769 	 0.859239 	 RNA metabolism  
isotig06769 	 0.859239 	 other biological processes 
isotig06770 	 0.31584 	 other metabolic processes 
isotig06770 	 0.31584 	 transport   
isotig06771 	 1.12918 	 cell organization and biogenesis
isotig06771 	 1.12918 	 other biological processes 
isotig06772 	 0.553741 	 other biological processes 
isotig06772 	 0.553741 	 transport   
isotig06774 	 0.456861 	 other biological processes 
isotig06774 	 0.456861 	 other metabolic processes 
isotig06775 	 0.878967 	 RNA metabolism  
isotig06780 	 1.09186 	 cell adhesion  
isotig06780 	 1.09186 	 cell organization and biogenesis
isotig06781 	 0.485953 	 RNA metabolism  
isotig06783 	 0.783007 	 other metabolic processes 
isotig06784 	 0.914159 	 other metabolic processes 
isotig06786 	 0.897097 	 other metabolic processes 
isotig06790 	 0.308017 	 DNA metabolism  
isotig06790 	 0.308017 	 RNA metabolism  
isotig06790 	 0.308017 	 cell organization and biogenesis
isotig06790 	 0.308017 	 developmental processes  
isotig06790 	 0.308017 	 other biological processes 
isotig06790 	 0.308017 	 protein metabolism  
isotig06790 	 0.308017 	 signal transduction  
isotig06790 	 0.308017 	 stress response  
isotig06791 	 0.295446 	 RNA metabolism  
isotig06791 	 0.295446 	 other biological processes 
isotig06792 	 0.685228 	 developmental processes  
isotig06792 	 0.685228 	 other biological processes 
isotig06792 	 0.685228 	 stress response  
isotig06793 	 0.638314 	 developmental processes  
isotig06794 	 0.72856 	 RNA metabolism  
isotig06794 	 0.72856 	 cell organization and biogenesis
isotig06795 	 0.87263 	 developmental processes  
isotig06795 	 0.87263 	 other metabolic processes 
isotig06798 	 0.656242 	 RNA metabolism  
isotig06799 	 1.04764 	 signal transduction  
isotig06804 	 0.768165 	 signal transduction  
isotig06805 	 0.33629 	 transport   
isotig06808 	 0.542024 	 other biological processes 
isotig06810 	 0.481801 	 RNA metabolism  
isotig06810 	 0.481801 	 protein metabolism  
isotig06811 	 0.908535 	 signal transduction  
isotig06813 	 0.83774 	 other metabolic processes 
isotig06814 	 0.890228 	 other metabolic processes 
isotig06814 	 0.890228 	 protein metabolism  
isotig06816 	 0.701515 	 DNA metabolism  
isotig06816 	 0.701515 	 RNA metabolism  
isotig06816 	 0.701515 	 cell organization and biogenesis
isotig06816 	 0.701515 	 other biological processes 
isotig06816 	 0.701515 	 other metabolic processes 
isotig06816 	 0.701515 	 protein metabolism  
isotig06817 	 0.111973 	 RNA metabolism  
isotig06818 	 0.607134 	 RNA metabolism  
isotig06818 	 0.607134 	 signal transduction  
isotig06820 	 0.8738 	 developmental processes  
isotig06820 	 0.8738 	 other metabolic processes 
isotig06820 	 0.8738 	 protein metabolism  
isotig06820 	 0.8738 	 signal transduction  
isotig06821 	 0.605582 	 death   
isotig06821 	 0.605582 	 other biological processes 
isotig06821 	 0.605582 	 other metabolic processes 
isotig06821 	 0.605582 	 stress response  
isotig06822 	 0.776333 	 RNA metabolism  
isotig06822 	 0.776333 	 cell organization and biogenesis
isotig06822 	 0.776333 	 developmental processes  
isotig06825 	 0.814917 	 other metabolic processes 
isotig06830 	 0.254498 	 other metabolic processes 
isotig06835 	 1.10594 	 RNA metabolism  
isotig06836 	 0.49823 	 RNA metabolism  
isotig06836 	 0.49823 	 developmental processes  
isotig06837 	 0.474999 	 cell organization and biogenesis
isotig06837 	 0.474999 	 death   
isotig06837 	 0.474999 	 developmental processes  
isotig06837 	 0.474999 	 other biological processes 
isotig06837 	 0.474999 	 protein metabolism  
isotig06837 	 0.474999 	 signal transduction  
isotig06837 	 0.474999 	 transport   
isotig06838 	 0.617416 	 other metabolic processes 
isotig06838 	 0.617416 	 transport   
isotig06840 	 0.822422 	 other biological processes 
isotig06841 	 0.62518 	 developmental processes  
isotig06841 	 0.62518 	 other biological processes 
isotig06843 	 0.416667 	 developmental processes  
isotig06843 	 0.416667 	 other biological processes 
isotig06843 	 0.416667 	 other metabolic processes 
isotig06845 	 0.537889 	 RNA metabolism  
isotig06845 	 0.537889 	 death   
isotig06845 	 0.537889 	 other biological processes 
isotig06846 	 0.728949 	 cell adhesion  
isotig06847 	 0.991944 	 developmental processes  
isotig06851 	 0.810083 	 RNA metabolism  
isotig06852 	 0.899949 	 DNA metabolism  
isotig06852 	 0.899949 	 RNA metabolism  
isotig06852 	 0.899949 	 cell cycle and proliferation
isotig06852 	 0.899949 	 developmental processes  
isotig06852 	 0.899949 	 other biological processes 
isotig06852 	 0.899949 	 other metabolic processes 
isotig06853 	 0.542588 	 other metabolic processes 
isotig06854 	 0.940783 	 protein metabolism  
isotig06855 	 0.626214 	 other metabolic processes 
isotig06856 	 1.00135 	 other metabolic processes 
isotig06857 	 0.835307 	 RNA metabolism  
isotig06857 	 0.835307 	 cell organization and biogenesis
isotig06857 	 0.835307 	 other metabolic processes 
isotig06858 	 0.347594 	 other metabolic processes 
isotig06858 	 0.347594 	 protein metabolism  
isotig06859 	 0.599717 	 other biological processes 
isotig06860 	 1.25348 	 protein metabolism  
isotig06862 	 0.686584 	 RNA metabolism  
isotig06863 	 0.450778 	 other metabolic processes 
isotig06865 	 0.811048 	 cell organization and biogenesis
isotig06865 	 0.811048 	 developmental processes  
isotig06865 	 0.811048 	 signal transduction  
isotig06867 	 0.61891 	 cell organization and biogenesis
isotig06867 	 0.61891 	 other biological processes 
isotig06868 	 0.318851 	 RNA metabolism  
isotig06870 	 0.395481 	 other metabolic processes 
isotig06871 	 0.949352 	 other biological processes 
isotig06874 	 0.782617 	 DNA metabolism  
isotig06874 	 0.782617 	 RNA metabolism  
isotig06874 	 0.782617 	 stress response  
isotig06877 	 0.779456 	 cell organization and biogenesis
isotig06877 	 0.779456 	 other biological processes 
isotig06877 	 0.779456 	 other metabolic processes 
isotig06877 	 0.779456 	 protein metabolism  
isotig06878 	 0.493362 	 death   
isotig06878 	 0.493362 	 other metabolic processes 
isotig06878 	 0.493362 	 protein metabolism  
isotig06878 	 0.493362 	 signal transduction  
isotig06878 	 0.493362 	 stress response  
isotig06881 	 1.16869 	 cell-cell signaling  
isotig06881 	 1.16869 	 transport   
isotig06882 	 0.678124 	 other metabolic processes 
isotig06883 	 1.39107 	 other metabolic processes 
isotig06887 	 0.972355 	 other metabolic processes 
isotig06887 	 0.972355 	 protein metabolism  
isotig06888 	 0.544107 	 RNA metabolism  
isotig06888 	 0.544107 	 cell organization and biogenesis
isotig06888 	 0.544107 	 other biological processes 
isotig06888 	 0.544107 	 protein metabolism  
isotig06888 	 0.544107 	 signal transduction  
isotig06888 	 0.544107 	 stress response  
isotig06889 	 0.330272 	 cell organization and biogenesis
isotig06889 	 0.330272 	 other metabolic processes 
isotig06890 	 0.603353 	 RNA metabolism  
isotig06890 	 0.603353 	 cell cycle and proliferation
isotig06890 	 0.603353 	 developmental processes  
isotig06891 	 0.279862 	 cell cycle and proliferation
isotig06891 	 0.279862 	 cell organization and biogenesis
isotig06891 	 0.279862 	 death   
isotig06891 	 0.279862 	 developmental processes  
isotig06891 	 0.279862 	 other biological processes 
isotig06891 	 0.279862 	 other metabolic processes 
isotig06891 	 0.279862 	 stress response  
isotig06891 	 0.279862 	 transport   
isotig06892 	 0.326038 	 death   
isotig06892 	 0.326038 	 developmental processes  
isotig06892 	 0.326038 	 signal transduction  
isotig06893 	 0.78228 	 RNA metabolism  
isotig06893 	 0.78228 	 cell organization and biogenesis
isotig06897 	 0.670922 	 cell-cell signaling  
isotig06897 	 0.670922 	 other metabolic processes 
isotig06897 	 0.670922 	 protein metabolism  
isotig06898 	 0.897437 	 cell organization and biogenesis
isotig06899 	 0.510048 	 cell-cell signaling  
isotig06899 	 0.510048 	 developmental processes  
isotig06899 	 0.510048 	 other biological processes 
isotig06899 	 0.510048 	 transport   
isotig06900 	 0.649653 	 other biological processes 
isotig06901 	 0.423561 	 other metabolic processes 
isotig06901 	 0.423561 	 transport   
isotig06902 	 0.661233 	 developmental processes  
isotig06902 	 0.661233 	 other biological processes 
isotig06902 	 0.661233 	 protein metabolism  
isotig06903 	 0.994248 	 protein metabolism  
isotig06904 	 1.31387 	 other biological processes 
isotig06904 	 1.31387 	 other metabolic processes 
isotig06904 	 1.31387 	 transport   
isotig06906 	 0.714933 	 cell adhesion  
isotig06906 	 0.714933 	 cell organization and biogenesis
isotig06906 	 0.714933 	 cell-cell signaling  
isotig06906 	 0.714933 	 developmental processes  
isotig06906 	 0.714933 	 other biological processes 
isotig06906 	 0.714933 	 signal transduction  
isotig06906 	 0.714933 	 stress response  
isotig06908 	 0.951988 	 cell cycle and proliferation
isotig06908 	 0.951988 	 cell organization and biogenesis
isotig06908 	 0.951988 	 other biological processes 
isotig06908 	 0.951988 	 other metabolic processes 
isotig06911 	 0.83237 	 developmental processes  
isotig06911 	 0.83237 	 other biological processes 
isotig06911 	 0.83237 	 other metabolic processes 
isotig06911 	 0.83237 	 protein metabolism  
isotig06911 	 0.83237 	 stress response  
isotig06912 	 0.629329 	 transport   
isotig06916 	 0.944418 	 other biological processes 
isotig06917 	 0.552996 	 RNA metabolism  
isotig06917 	 0.552996 	 cell organization and biogenesis
isotig06918 	 0.644416 	 death   
isotig06918 	 0.644416 	 other biological processes 
isotig06918 	 0.644416 	 other metabolic processes 
isotig06918 	 0.644416 	 protein metabolism  
isotig06919 	 0.626048 	 RNA metabolism  
isotig06919 	 0.626048 	 cell cycle and proliferation
isotig06919 	 0.626048 	 cell organization and biogenesis
isotig06919 	 0.626048 	 other biological processes 
isotig06919 	 0.626048 	 protein metabolism  
isotig06920 	 0.931036 	 RNA metabolism  
isotig06920 	 0.931036 	 developmental processes  
isotig06920 	 0.931036 	 other biological processes 
isotig06920 	 0.931036 	 other metabolic processes 
isotig06920 	 0.931036 	 stress response  
isotig06921 	 0.430036 	 cell cycle and proliferation
isotig06921 	 0.430036 	 cell organization and biogenesis
isotig06921 	 0.430036 	 protein metabolism  
isotig06922 	 1.13083 	 other biological processes 
isotig06922 	 1.13083 	 other metabolic processes 
isotig06922 	 1.13083 	 transport   
isotig06923 	 0.738305 	 protein metabolism  
isotig06924 	 0.800819 	 RNA metabolism  
isotig06924 	 0.800819 	 developmental processes  
isotig06924 	 0.800819 	 other biological processes 
isotig06926 	 0.798889 	 other biological processes 
isotig06927 	 1.27248 	 RNA metabolism  
isotig06928 	 0.839331 	 stress response  
isotig06929 	 0.589552 	 cell adhesion  
isotig06929 	 0.589552 	 cell organization and biogenesis
isotig06929 	 0.589552 	 other biological processes 
isotig06929 	 0.589552 	 other metabolic processes 
isotig06929 	 0.589552 	 signal transduction  
isotig06930 	 0.52243 	 other biological processes 
isotig06932 	 0.40796 	 other biological processes 
isotig06934 	 0.862466 	 transport   
isotig06936 	 0.557714 	 transport   
isotig06938 	 0.471157 	 other metabolic processes 
isotig06940 	 0.183504 	 cell organization and biogenesis
isotig06940 	 0.183504 	 other biological processes 
isotig06941 	 0.620698 	 other metabolic processes 
isotig06944 	 0.17599 	 cell cycle and proliferation
isotig06944 	 0.17599 	 developmental processes  
isotig06944 	 0.17599 	 other metabolic processes 
isotig06944 	 0.17599 	 signal transduction  
isotig06944 	 0.17599 	 transport   
isotig06945 	 0.891216 	 other biological processes 
isotig06945 	 0.891216 	 signal transduction  
isotig06947 	 0.569411 	 cell cycle and proliferation
isotig06947 	 0.569411 	 cell organization and biogenesis
isotig06947 	 0.569411 	 developmental processes  
isotig06947 	 0.569411 	 other biological processes 
isotig06947 	 0.569411 	 signal transduction  
isotig06947 	 0.569411 	 stress response  
isotig06947 	 0.569411 	 transport   
isotig06949 	 0.743169 	 other metabolic processes 
isotig06954 	 0.705584 	 other biological processes 
isotig06954 	 0.705584 	 other metabolic processes 
isotig06956 	 0.68298 	 RNA metabolism  
isotig06957 	 0.883078 	 RNA metabolism  
isotig06958 	 0.644714 	 cell cycle and proliferation
isotig06958 	 0.644714 	 developmental processes  
isotig06960 	 0.441987 	 transport   
isotig06961 	 1.18759 	 cell organization and biogenesis
isotig06961 	 1.18759 	 protein metabolism  
isotig06963 	 0.785951 	 other biological processes 
isotig06963 	 0.785951 	 other metabolic processes 
isotig06963 	 0.785951 	 transport   
isotig06964 	 0.570001 	 other biological processes 
isotig06965 	 0.523936 	 cell organization and biogenesis
isotig06965 	 0.523936 	 developmental processes  
isotig06965 	 0.523936 	 protein metabolism  
isotig06965 	 0.523936 	 signal transduction  
isotig06966 	 0.401277 	 developmental processes  
isotig06966 	 0.401277 	 other biological processes 
isotig06966 	 0.401277 	 other metabolic processes 
isotig06968 	 0.861953 	 DNA metabolism  
isotig06970 	 0.822133 	 cell organization and biogenesis
isotig06970 	 0.822133 	 developmental processes  
isotig06972 	 0.722264 	 transport   
isotig06977 	 0.48832 	 death   
isotig06977 	 0.48832 	 developmental processes  
isotig06977 	 0.48832 	 other biological processes 
isotig06977 	 0.48832 	 protein metabolism  
isotig06979 	 1.12763 	 developmental processes  
isotig06979 	 1.12763 	 signal transduction  
isotig06980 	 0.7009 	 RNA metabolism  
isotig06980 	 0.7009 	 developmental processes  
isotig06980 	 0.7009 	 other biological processes 
isotig06981 	 0.321469 	 developmental processes  
isotig06981 	 0.321469 	 other biological processes 
isotig06981 	 0.321469 	 transport   
isotig06983 	 0.653859 	 other biological processes 
isotig06984 	 0.83785 	 DNA metabolism  
isotig06984 	 0.83785 	 stress response  
isotig06986 	 1.00047 	 other metabolic processes 
isotig06987 	 0.426808 	 protein metabolism  
isotig06988 	 0.778611 	 other metabolic processes 
isotig06989 	 0.656534 	 protein metabolism  
isotig06991 	 1.03414 	 cell organization and biogenesis
isotig06991 	 1.03414 	 developmental processes  
isotig06991 	 1.03414 	 other biological processes 
isotig06991 	 1.03414 	 stress response  
isotig06993 	 1.04167 	 other metabolic processes 
isotig06994 	 0.33472 	 DNA metabolism  
isotig06994 	 0.33472 	 other metabolic processes 
isotig06996 	 0.942547 	 other biological processes 
isotig06996 	 0.942547 	 other metabolic processes 
isotig06997 	 1.04394 	 protein metabolism  
isotig06998 	 0.316306 	 protein metabolism  
isotig06999 	 1.12368 	 other metabolic processes 
isotig07000 	 0.981963 	 death   
isotig07000 	 0.981963 	 developmental processes  
isotig07000 	 0.981963 	 other biological processes 
isotig07000 	 0.981963 	 signal transduction  
isotig07001 	 0.481547 	 protein metabolism  
isotig07001 	 0.481547 	 stress response  
isotig07002 	 0.820295 	 other metabolic processes 
isotig07004 	 0.696112 	 cell cycle and proliferation
isotig07004 	 0.696112 	 other biological processes 
isotig07004 	 0.696112 	 other metabolic processes 
isotig07004 	 0.696112 	 protein metabolism  
isotig07004 	 0.696112 	 signal transduction  
isotig07005 	 0.826889 	 developmental processes  
isotig07005 	 0.826889 	 other biological processes 
isotig07006 	 0.991306 	 RNA metabolism  
isotig07007 	 0.584942 	 other metabolic processes 
isotig07007 	 0.584942 	 protein metabolism  
isotig07011 	 0.59154 	 cell adhesion  
isotig07013 	 0.825074 	 cell organization and biogenesis
isotig07013 	 0.825074 	 other metabolic processes 
isotig07014 	 0.894277 	 transport   
isotig07016 	 0.53402 	 DNA metabolism  
isotig07016 	 0.53402 	 cell cycle and proliferation
isotig07016 	 0.53402 	 cell organization and biogenesis
isotig07016 	 0.53402 	 developmental processes  
isotig07016 	 0.53402 	 other biological processes 
isotig07016 	 0.53402 	 protein metabolism  
isotig07016 	 0.53402 	 stress response  
isotig07017 	 0.782968 	 RNA metabolism  
isotig07017 	 0.782968 	 cell organization and biogenesis
isotig07018 	 0.753993 	 death   
isotig07018 	 0.753993 	 protein metabolism  
isotig07019 	 0.769755 	 DNA metabolism  
isotig07019 	 0.769755 	 cell cycle and proliferation
isotig07019 	 0.769755 	 cell organization and biogenesis
isotig07019 	 0.769755 	 developmental processes  
isotig07019 	 0.769755 	 other biological processes 
isotig07019 	 0.769755 	 other metabolic processes 
isotig07019 	 0.769755 	 protein metabolism  
isotig07019 	 0.769755 	 stress response  
isotig07021 	 0.791183 	 developmental processes  
isotig07021 	 0.791183 	 other biological processes 
isotig07024 	 0.248822 	 transport   
isotig07026 	 1.03634 	 other biological processes 
isotig07027 	 0.796415 	 DNA metabolism  
isotig07027 	 0.796415 	 RNA metabolism  
isotig07027 	 0.796415 	 cell organization and biogenesis
isotig07027 	 0.796415 	 death   
isotig07027 	 0.796415 	 other biological processes 
isotig07028 	 0.985081 	 other biological processes 
isotig07030 	 0.652866 	 transport   
isotig07031 	 0.680283 	 RNA metabolism  
