gi|379072747|gb|JR970416.1| 	 0.557002	 transport
gi|379090722|gb|JR988391.1| 	 0.138124	 protein metabolism
gi|379090722|gb|JR988391.1| 	 0.138124	 signal transduction
gi|379090722|gb|JR988391.1| 	 0.138124	 transport
gi|379090728|gb|JR988397.1| 	 0.17402	 developmental processes
gi|379090728|gb|JR988397.1| 	 0.17402	 other biological processes
gi|379090731|gb|JR988400.1| 	 0.413547	 cell organization and biogenesis
gi|379090731|gb|JR988400.1| 	 0.413547	 other biological processes
gi|379090731|gb|JR988400.1| 	 0.413547	 transport
gi|379090733|gb|JR988402.1| 	 2.00587	 other biological processes
gi|379090733|gb|JR988402.1| 	 2.00587	 other metabolic processes
gi|379090733|gb|JR988402.1| 	 2.00587	 protein metabolism
gi|379090733|gb|JR988402.1| 	 2.00587	 signal transduction
gi|379090735|gb|JR988404.1| 	 1.83509	 cell organization and biogenesis
gi|379090736|gb|JR988405.1| 	 2.13131	 other metabolic processes
gi|379090738|gb|JR988407.1| 	 5.34111	 RNA metabolism
gi|379090738|gb|JR988407.1| 	 5.34111	 cell cycle and proliferation
gi|379090738|gb|JR988407.1| 	 5.34111	 other metabolic processes
gi|379090741|gb|JR988410.1| 	 4.0395	 RNA metabolism
gi|379090743|gb|JR988412.1| 	 1.26965	 RNA metabolism
gi|379090743|gb|JR988412.1| 	 1.26965	 protein metabolism
gi|379090743|gb|JR988412.1| 	 1.26965	 stress response
gi|379090744|gb|JR988413.1| 	 0.7044	 other metabolic processes
gi|379090751|gb|JR988420.1| 	 3.83884	 cell adhesion
gi|379090756|gb|JR988425.1| 	 0.225854	 RNA metabolism
gi|379090756|gb|JR988425.1| 	 0.225854	 developmental processes
gi|379090758|gb|JR988427.1| 	 0.2875	 other biological processes
gi|379090758|gb|JR988427.1| 	 0.2875	 protein metabolism
gi|379090759|gb|JR988428.1| 	 0.138218	 protein metabolism
gi|379090760|gb|JR988429.1| 	 0.267666	 cell organization and biogenesis
gi|379090760|gb|JR988429.1| 	 0.267666	 other metabolic processes
gi|379090760|gb|JR988429.1| 	 0.267666	 transport
gi|379090763|gb|JR988432.1| 	 0.939181	 other biological processes
gi|379090765|gb|JR988434.1| 	 1.29303	 transport
gi|379090767|gb|JR988436.1| 	 1.88277	 DNA metabolism
gi|379090767|gb|JR988436.1| 	 1.88277	 RNA metabolism
gi|379090767|gb|JR988436.1| 	 1.88277	 stress response
gi|379090768|gb|JR988437.1| 	 1.58729	 death
gi|379090768|gb|JR988437.1| 	 1.58729	 signal transduction
gi|379090768|gb|JR988437.1| 	 1.58729	 transport
gi|379090771|gb|JR988440.1| 	 1.06406	 other biological processes
gi|379090771|gb|JR988440.1| 	 1.06406	 protein metabolism
gi|379090771|gb|JR988440.1| 	 1.06406	 signal transduction
gi|379090775|gb|JR988444.1| 	 1.02911	 other biological processes
gi|379090775|gb|JR988444.1| 	 1.02911	 signal transduction
gi|379090779|gb|JR988448.1| 	 0.202129	 cell organization and biogenesis
gi|379090779|gb|JR988448.1| 	 0.202129	 other biological processes
gi|379090779|gb|JR988448.1| 	 0.202129	 other metabolic processes
gi|379090779|gb|JR988448.1| 	 0.202129	 signal transduction
gi|379090779|gb|JR988448.1| 	 0.202129	 stress response
gi|379090779|gb|JR988448.1| 	 0.202129	 transport
gi|379090787|gb|JR988456.1| 	 0.0612246	 cell cycle and proliferation
gi|379090787|gb|JR988456.1| 	 0.0612246	 cell organization and biogenesis
gi|379090787|gb|JR988456.1| 	 0.0612246	 death
gi|379090787|gb|JR988456.1| 	 0.0612246	 developmental processes
gi|379090787|gb|JR988456.1| 	 0.0612246	 other biological processes
gi|379090787|gb|JR988456.1| 	 0.0612246	 other metabolic processes
gi|379090787|gb|JR988456.1| 	 0.0612246	 signal transduction
gi|379090787|gb|JR988456.1| 	 0.0612246	 transport
gi|379090790|gb|JR988459.1| 	 4.21435	 RNA metabolism
gi|379090791|gb|JR988460.1| 	 0.132701	 DNA metabolism
gi|379090791|gb|JR988460.1| 	 0.132701	 stress response
gi|379090792|gb|JR988461.1| 	 0.936111	 RNA metabolism
gi|379090792|gb|JR988461.1| 	 0.936111	 cell cycle and proliferation
gi|379090792|gb|JR988461.1| 	 0.936111	 cell organization and biogenesis
gi|379090792|gb|JR988461.1| 	 0.936111	 other biological processes
gi|379090792|gb|JR988461.1| 	 0.936111	 other metabolic processes
gi|379090793|gb|JR988462.1| 	 0.215208	 DNA metabolism
gi|379090793|gb|JR988462.1| 	 0.215208	 RNA metabolism
gi|379090793|gb|JR988462.1| 	 0.215208	 cell cycle and proliferation
gi|379090793|gb|JR988462.1| 	 0.215208	 cell organization and biogenesis
gi|379090793|gb|JR988462.1| 	 0.215208	 other biological processes
gi|379090793|gb|JR988462.1| 	 0.215208	 other metabolic processes
gi|379090793|gb|JR988462.1| 	 0.215208	 stress response
gi|379090794|gb|JR988463.1| 	 0.632632	 other metabolic processes
gi|379090794|gb|JR988463.1| 	 0.632632	 protein metabolism
gi|379090795|gb|JR988464.1| 	 0.0877143	 transport
gi|379090796|gb|JR988465.1| 	 0.164466	 cell cycle and proliferation
gi|379090796|gb|JR988465.1| 	 0.164466	 cell organization and biogenesis
gi|379090796|gb|JR988465.1| 	 0.164466	 other biological processes
gi|379090797|gb|JR988466.1| 	 0.150485	 cell adhesion
gi|379090798|gb|JR988467.1| 	 0.0778101	 DNA metabolism
gi|379090798|gb|JR988467.1| 	 0.0778101	 other metabolic processes
gi|379090798|gb|JR988467.1| 	 0.0778101	 stress response
gi|379090799|gb|JR988468.1| 	 0.132464	 RNA metabolism
gi|379090800|gb|JR988469.1| 	 0.131765	 DNA metabolism
gi|379090800|gb|JR988469.1| 	 0.131765	 other metabolic processes
gi|379090800|gb|JR988469.1| 	 0.131765	 protein metabolism
gi|379090801|gb|JR988470.1| 	 0.153608	 signal transduction
gi|379090804|gb|JR988473.1| 	 0.267869	 cell cycle and proliferation
gi|379090804|gb|JR988473.1| 	 0.267869	 cell organization and biogenesis
gi|379090804|gb|JR988473.1| 	 0.267869	 other biological processes
gi|379090804|gb|JR988473.1| 	 0.267869	 other metabolic processes
gi|379090804|gb|JR988473.1| 	 0.267869	 protein metabolism
gi|379090804|gb|JR988473.1| 	 0.267869	 signal transduction
gi|379090810|gb|JR988479.1| 	 2.79093	 cell adhesion
gi|379090810|gb|JR988479.1| 	 2.79093	 other biological processes
gi|379090810|gb|JR988479.1| 	 2.79093	 stress response
gi|379090811|gb|JR988480.1| 	 2.04873	 other biological processes
gi|379090811|gb|JR988480.1| 	 2.04873	 signal transduction
gi|379090811|gb|JR988480.1| 	 2.04873	 stress response
gi|379090815|gb|JR988484.1| 	 1.13216	 other metabolic processes
gi|379090815|gb|JR988484.1| 	 1.13216	 transport
gi|379090816|gb|JR988485.1| 	 4.17128	 protein metabolism
gi|379090823|gb|JR988492.1| 	 0.450049	 other biological processes
gi|379090823|gb|JR988492.1| 	 0.450049	 transport
gi|379090825|gb|JR988494.1| 	 0.287963	 DNA metabolism
gi|379090826|gb|JR988495.1| 	 0.556156	 other biological processes
gi|379090826|gb|JR988495.1| 	 0.556156	 transport
gi|379090827|gb|JR988496.1| 	 0.39768	 stress response
gi|379090833|gb|JR988502.1| 	 0.682354	 other biological processes
gi|379090833|gb|JR988502.1| 	 0.682354	 transport
gi|379090834|gb|JR988503.1| 	 1.11301	 DNA metabolism
gi|379090834|gb|JR988503.1| 	 1.11301	 cell cycle and proliferation
gi|379090834|gb|JR988503.1| 	 1.11301	 other metabolic processes
gi|379090834|gb|JR988503.1| 	 1.11301	 signal transduction
gi|379090834|gb|JR988503.1| 	 1.11301	 stress response
gi|379090835|gb|JR988504.1| 	 1.24271	 cell organization and biogenesis
gi|379090835|gb|JR988504.1| 	 1.24271	 other biological processes
gi|379090835|gb|JR988504.1| 	 1.24271	 other metabolic processes
gi|379090840|gb|JR988509.1| 	 1.60424	 other biological processes
gi|379090840|gb|JR988509.1| 	 1.60424	 protein metabolism
gi|379090840|gb|JR988509.1| 	 1.60424	 signal transduction
gi|379090851|gb|JR988520.1| 	 1.02942	 DNA metabolism
gi|379090866|gb|JR988535.1| 	 0.322148	 other biological processes
gi|379090876|gb|JR988545.1| 	 0.332303	 RNA metabolism
gi|379090876|gb|JR988545.1| 	 0.332303	 other biological processes
gi|379090876|gb|JR988545.1| 	 0.332303	 signal transduction
gi|379090877|gb|JR988546.1| 	 0.222649	 other biological processes
gi|379090878|gb|JR988547.1| 	 0.239718	 other metabolic processes
gi|379090880|gb|JR988549.1| 	 0.385116	 developmental processes
gi|379090880|gb|JR988549.1| 	 0.385116	 other biological processes
gi|379090883|gb|JR988552.1| 	 0.113816	 cell-cell signaling
gi|379090883|gb|JR988552.1| 	 0.113816	 other biological processes
gi|379090883|gb|JR988552.1| 	 0.113816	 signal transduction
gi|379090883|gb|JR988552.1| 	 0.113816	 transport
gi|379090885|gb|JR988554.1| 	 0.827515	 other biological processes
gi|379090890|gb|JR988559.1| 	 3.76038	 cell organization and biogenesis
gi|379090890|gb|JR988559.1| 	 3.76038	 developmental processes
gi|379090890|gb|JR988559.1| 	 3.76038	 other biological processes
gi|379090890|gb|JR988559.1| 	 3.76038	 signal transduction
gi|379090890|gb|JR988559.1| 	 3.76038	 transport
gi|379090891|gb|JR988560.1| 	 0.608648	 other biological processes
gi|379090892|gb|JR988561.1| 	 6.80338	 other biological processes
gi|379090892|gb|JR988561.1| 	 6.80338	 other metabolic processes
gi|379090892|gb|JR988561.1| 	 6.80338	 protein metabolism
gi|379090892|gb|JR988561.1| 	 6.80338	 signal transduction
gi|379090895|gb|JR988564.1| 	 0.801508	 other metabolic processes
gi|379090897|gb|JR988566.1| 	 8.75622	 death
gi|379090897|gb|JR988566.1| 	 8.75622	 other biological processes
gi|379090897|gb|JR988566.1| 	 8.75622	 other metabolic processes
gi|379090897|gb|JR988566.1| 	 8.75622	 transport
gi|379090898|gb|JR988567.1| 	 0.582166	 transport
gi|379090899|gb|JR988568.1| 	 0.425058	 other biological processes
gi|379090900|gb|JR988569.1| 	 1.30803	 other metabolic processes
gi|379090901|gb|JR988570.1| 	 1.2918	 other biological processes
gi|379090901|gb|JR988570.1| 	 1.2918	 other metabolic processes
gi|379090901|gb|JR988570.1| 	 1.2918	 protein metabolism
gi|379090902|gb|JR988571.1| 	 0.250498	 other metabolic processes
gi|379090902|gb|JR988571.1| 	 0.250498	 stress response
gi|379090904|gb|JR988573.1| 	 0.243047	 cell cycle and proliferation
gi|379090906|gb|JR988575.1| 	 0.238965	 cell-cell signaling
gi|379090906|gb|JR988575.1| 	 0.238965	 developmental processes
gi|379090906|gb|JR988575.1| 	 0.238965	 other biological processes
gi|379090915|gb|JR988584.1| 	 0.318705	 RNA metabolism
gi|379090915|gb|JR988584.1| 	 0.318705	 cell cycle and proliferation
gi|379090915|gb|JR988584.1| 	 0.318705	 developmental processes
gi|379090918|gb|JR988587.1| 	 2.4639	 RNA metabolism
gi|379090921|gb|JR988590.1| 	 0.585997	 other biological processes
gi|379090923|gb|JR988592.1| 	 1.16813	 stress response
gi|379090923|gb|JR988592.1| 	 1.16813	 transport
gi|379090925|gb|JR988594.1| 	 0.121748	 other biological processes
gi|379090926|gb|JR988595.1| 	 0.177792	 cell organization and biogenesis
gi|379090926|gb|JR988595.1| 	 0.177792	 developmental processes
gi|379090926|gb|JR988595.1| 	 0.177792	 transport
gi|379090928|gb|JR988597.1| 	 1.5236	 other metabolic processes
gi|379090929|gb|JR988598.1| 	 1.39524	 developmental processes
gi|379090929|gb|JR988598.1| 	 1.39524	 other biological processes
gi|379090932|gb|JR988601.1| 	 0.226345	 protein metabolism
gi|379090933|gb|JR988602.1| 	 0.361654	 cell organization and biogenesis
gi|379090933|gb|JR988602.1| 	 0.361654	 other biological processes
gi|379090933|gb|JR988602.1| 	 0.361654	 other metabolic processes
gi|379090935|gb|JR988604.1| 	 0.0647451	 death
gi|379090935|gb|JR988604.1| 	 0.0647451	 protein metabolism
gi|379090938|gb|JR988607.1| 	 1.13946	 other biological processes
gi|379090938|gb|JR988607.1| 	 1.13946	 transport
gi|379090939|gb|JR988608.1| 	 0.0170682	 other biological processes
gi|379090939|gb|JR988608.1| 	 0.0170682	 other metabolic processes
gi|379090939|gb|JR988608.1| 	 0.0170682	 stress response
gi|379090939|gb|JR988608.1| 	 0.0170682	 transport
gi|379090940|gb|JR988609.1| 	 0.21782	 RNA metabolism
gi|379090940|gb|JR988609.1| 	 0.21782	 cell organization and biogenesis
gi|379090940|gb|JR988609.1| 	 0.21782	 developmental processes
gi|379090942|gb|JR988611.1| 	 0.151877	 RNA metabolism
gi|379090948|gb|JR988617.1| 	 0.0396594	 other biological processes
gi|379090949|gb|JR988618.1| 	 1.59225	 other metabolic processes
gi|379090949|gb|JR988618.1| 	 1.59225	 signal transduction
gi|379090952|gb|JR988621.1| 	 0.0759229	 other biological processes
gi|379090967|gb|JR988636.1| 	 3.29635	 RNA metabolism
gi|379090969|gb|JR988638.1| 	 2.59135	 RNA metabolism
gi|379090970|gb|JR988639.1| 	 2.43385	 RNA metabolism
gi|379090971|gb|JR988640.1| 	 2.81882	 other biological processes
gi|379090973|gb|JR988642.1| 	 0.632866	 cell cycle and proliferation
gi|379090973|gb|JR988642.1| 	 0.632866	 other biological processes
gi|379090975|gb|JR988644.1| 	 0.100459	 RNA metabolism
gi|379090975|gb|JR988644.1| 	 0.100459	 protein metabolism
gi|379090975|gb|JR988644.1| 	 0.100459	 signal transduction
gi|379090986|gb|JR988655.1| 	 3.61254	 transport
gi|379090988|gb|JR988657.1| 	 2.83958	 DNA metabolism
gi|379090988|gb|JR988657.1| 	 2.83958	 stress response
gi|379090989|gb|JR988658.1| 	 0.241827	 other biological processes
gi|379090989|gb|JR988658.1| 	 0.241827	 stress response
gi|379090989|gb|JR988658.1| 	 0.241827	 transport
gi|379090990|gb|JR988659.1| 	 0.570217	 other metabolic processes
gi|379090990|gb|JR988659.1| 	 0.570217	 transport
gi|379090993|gb|JR988662.1| 	 0.634334	 cell organization and biogenesis
gi|379090993|gb|JR988662.1| 	 0.634334	 developmental processes
gi|379090993|gb|JR988662.1| 	 0.634334	 other biological processes
gi|379090993|gb|JR988662.1| 	 0.634334	 other metabolic processes
gi|379090993|gb|JR988662.1| 	 0.634334	 stress response
gi|379090996|gb|JR988665.1| 	 1.15986	 death
gi|379090996|gb|JR988665.1| 	 1.15986	 protein metabolism
gi|379090997|gb|JR988666.1| 	 0.900763	 RNA metabolism
gi|379090997|gb|JR988666.1| 	 0.900763	 death
gi|379090997|gb|JR988666.1| 	 0.900763	 developmental processes
gi|379090997|gb|JR988666.1| 	 0.900763	 other biological processes
gi|379090997|gb|JR988666.1| 	 0.900763	 other metabolic processes
gi|379090998|gb|JR988667.1| 	 0.252094	 death
gi|379090998|gb|JR988667.1| 	 0.252094	 developmental processes
gi|379090998|gb|JR988667.1| 	 0.252094	 other metabolic processes
gi|379090998|gb|JR988667.1| 	 0.252094	 protein metabolism
gi|379090998|gb|JR988667.1| 	 0.252094	 signal transduction
gi|379090998|gb|JR988667.1| 	 0.252094	 stress response
gi|379090999|gb|JR988668.1| 	 0.784395	 transport
gi|379091003|gb|JR988672.1| 	 0.0931277	 other metabolic processes
gi|379091017|gb|JR988686.1| 	 1.91901	 other metabolic processes
gi|379091020|gb|JR988689.1| 	 1.25755	 other metabolic processes
gi|379091021|gb|JR988690.1| 	 5.21313	 signal transduction
gi|379091023|gb|JR988692.1| 	 6.62119	 RNA metabolism
gi|379091023|gb|JR988692.1| 	 6.62119	 cell cycle and proliferation
gi|379091023|gb|JR988692.1| 	 6.62119	 cell organization and biogenesis
gi|379091023|gb|JR988692.1| 	 6.62119	 other biological processes
gi|379091025|gb|JR988694.1| 	 0.164183	 cell adhesion
gi|379091025|gb|JR988694.1| 	 0.164183	 other metabolic processes
gi|379091025|gb|JR988694.1| 	 0.164183	 protein metabolism
gi|379091028|gb|JR988697.1| 	 1.35759	 other metabolic processes
gi|379091028|gb|JR988697.1| 	 1.35759	 protein metabolism
gi|379091028|gb|JR988697.1| 	 1.35759	 transport
gi|379091029|gb|JR988698.1| 	 0.535429	 RNA metabolism
gi|379091029|gb|JR988698.1| 	 0.535429	 death
gi|379091029|gb|JR988698.1| 	 0.535429	 other biological processes
gi|379091029|gb|JR988698.1| 	 0.535429	 protein metabolism
gi|379091029|gb|JR988698.1| 	 0.535429	 signal transduction
gi|379091029|gb|JR988698.1| 	 0.535429	 stress response
gi|379091034|gb|JR988703.1| 	 1.45103	 other metabolic processes
gi|379091038|gb|JR988707.1| 	 0.315705	 other metabolic processes
gi|379091047|gb|JR988716.1| 	 0.165364	 DNA metabolism
gi|379091053|gb|JR988722.1| 	 0.952343	 DNA metabolism
gi|379091053|gb|JR988722.1| 	 0.952343	 RNA metabolism
gi|379091053|gb|JR988722.1| 	 0.952343	 stress response
gi|379091056|gb|JR988725.1| 	 0.158142	 cell organization and biogenesis
gi|379091056|gb|JR988725.1| 	 0.158142	 death
gi|379091056|gb|JR988725.1| 	 0.158142	 developmental processes
gi|379091056|gb|JR988725.1| 	 0.158142	 other biological processes
gi|379091056|gb|JR988725.1| 	 0.158142	 other metabolic processes
gi|379091056|gb|JR988725.1| 	 0.158142	 stress response
gi|379091056|gb|JR988725.1| 	 0.158142	 transport
gi|379091057|gb|JR988726.1| 	 0.749946	 other metabolic processes
gi|379091059|gb|JR988728.1| 	 0.462641	 other metabolic processes
gi|379091070|gb|JR988739.1| 	 0.664952	 other metabolic processes
gi|379091076|gb|JR988745.1| 	 0.126825	 cell organization and biogenesis
gi|379091085|gb|JR988754.1| 	 1.09586	 cell cycle and proliferation
gi|379091085|gb|JR988754.1| 	 1.09586	 developmental processes
gi|379091085|gb|JR988754.1| 	 1.09586	 other biological processes
gi|379091085|gb|JR988754.1| 	 1.09586	 protein metabolism
gi|379091085|gb|JR988754.1| 	 1.09586	 signal transduction
gi|379091089|gb|JR988758.1| 	 1.08024	 other metabolic processes
gi|379091089|gb|JR988758.1| 	 1.08024	 protein metabolism
gi|379091090|gb|JR988759.1| 	 0.940936	 cell cycle and proliferation
gi|379091090|gb|JR988759.1| 	 0.940936	 other metabolic processes
gi|379091090|gb|JR988759.1| 	 0.940936	 signal transduction
gi|379091090|gb|JR988759.1| 	 0.940936	 stress response
gi|379091091|gb|JR988760.1| 	 0.731752	 other biological processes
gi|379091091|gb|JR988760.1| 	 0.731752	 protein metabolism
gi|379091091|gb|JR988760.1| 	 0.731752	 stress response
gi|379091096|gb|JR988765.1| 	 0.170081	 other metabolic processes
gi|379091096|gb|JR988765.1| 	 0.170081	 signal transduction
gi|379091097|gb|JR988766.1| 	 3.77775	 other metabolic processes
gi|379091097|gb|JR988766.1| 	 3.77775	 protein metabolism
gi|379091098|gb|JR988767.1| 	 0.377169	 cell cycle and proliferation
gi|379091098|gb|JR988767.1| 	 0.377169	 other biological processes
gi|379091098|gb|JR988767.1| 	 0.377169	 other metabolic processes
gi|379091098|gb|JR988767.1| 	 0.377169	 signal transduction
gi|379091099|gb|JR988768.1| 	 0.524285	 other metabolic processes
gi|379091102|gb|JR988771.1| 	 1.59788	 transport
gi|379091103|gb|JR988772.1| 	 3.31758	 RNA metabolism
gi|379091103|gb|JR988772.1| 	 3.31758	 other biological processes
gi|379091103|gb|JR988772.1| 	 3.31758	 signal transduction
gi|379091107|gb|JR988776.1| 	 0.422162	 RNA metabolism
gi|379091107|gb|JR988776.1| 	 0.422162	 other biological processes
gi|379091114|gb|JR988783.1| 	 0.0800747	 protein metabolism
gi|379091119|gb|JR988788.1| 	 0.0939376	 other metabolic processes
gi|379091126|gb|JR988795.1| 	 0.0390677	 developmental processes
gi|379091127|gb|JR988796.1| 	 0.0524359	 cell organization and biogenesis
gi|379091127|gb|JR988796.1| 	 0.0524359	 developmental processes
gi|379091127|gb|JR988796.1| 	 0.0524359	 other biological processes
gi|379091127|gb|JR988796.1| 	 0.0524359	 other metabolic processes
gi|379091127|gb|JR988796.1| 	 0.0524359	 protein metabolism
gi|379091127|gb|JR988796.1| 	 0.0524359	 signal transduction
gi|379091127|gb|JR988796.1| 	 0.0524359	 transport
gi|379091134|gb|JR988803.1| 	 2.0222	 protein metabolism
gi|379091139|gb|JR988808.1| 	 5.4817	 developmental processes
gi|379091139|gb|JR988808.1| 	 5.4817	 other metabolic processes
gi|379091139|gb|JR988808.1| 	 5.4817	 protein metabolism
gi|379091140|gb|JR988809.1| 	 1.95255	 DNA metabolism
gi|379091140|gb|JR988809.1| 	 1.95255	 RNA metabolism
gi|379091140|gb|JR988809.1| 	 1.95255	 cell organization and biogenesis
gi|379091140|gb|JR988809.1| 	 1.95255	 developmental processes
gi|379091140|gb|JR988809.1| 	 1.95255	 other biological processes
gi|379091140|gb|JR988809.1| 	 1.95255	 protein metabolism
gi|379091140|gb|JR988809.1| 	 1.95255	 signal transduction
gi|379091140|gb|JR988809.1| 	 1.95255	 stress response
gi|379091141|gb|JR988810.1| 	 4.1241	 other metabolic processes
gi|379091141|gb|JR988810.1| 	 4.1241	 protein metabolism
gi|379091142|gb|JR988811.1| 	 4.47068	 other metabolic processes
gi|379091145|gb|JR988814.1| 	 0.899262	 other metabolic processes
gi|379091145|gb|JR988814.1| 	 0.899262	 signal transduction
gi|379091146|gb|JR988815.1| 	 2.36948	 DNA metabolism
gi|379091149|gb|JR988818.1| 	 0.352489	 other metabolic processes
gi|379091152|gb|JR988821.1| 	 0.404893	 other biological processes
gi|379091160|gb|JR988829.1| 	 0.0659244	 cell organization and biogenesis
gi|379091162|gb|JR988831.1| 	 0.0626413	 cell organization and biogenesis
gi|379091162|gb|JR988831.1| 	 0.0626413	 other biological processes
gi|379091162|gb|JR988831.1| 	 0.0626413	 other metabolic processes
gi|379091162|gb|JR988831.1| 	 0.0626413	 transport
gi|379091169|gb|JR988838.1| 	 1.91827	 other metabolic processes
gi|379091176|gb|JR988845.1| 	 0.214566	 cell cycle and proliferation
gi|379091185|gb|JR988854.1| 	 1.17866	 other biological processes
gi|379091186|gb|JR988855.1| 	 2.1836	 RNA metabolism
gi|379091186|gb|JR988855.1| 	 2.1836	 cell organization and biogenesis
gi|379091186|gb|JR988855.1| 	 2.1836	 cell-cell signaling
gi|379091186|gb|JR988855.1| 	 2.1836	 death
gi|379091186|gb|JR988855.1| 	 2.1836	 other biological processes
gi|379091186|gb|JR988855.1| 	 2.1836	 protein metabolism
gi|379091186|gb|JR988855.1| 	 2.1836	 signal transduction
gi|379091190|gb|JR988859.1| 	 6.41283	 developmental processes
gi|379091190|gb|JR988859.1| 	 6.41283	 other biological processes
gi|379091190|gb|JR988859.1| 	 6.41283	 other metabolic processes
gi|379091190|gb|JR988859.1| 	 6.41283	 protein metabolism
gi|379091193|gb|JR988862.1| 	 4.82703	 developmental processes
gi|379091193|gb|JR988862.1| 	 4.82703	 other biological processes
gi|379091196|gb|JR988865.1| 	 0.125723	 RNA metabolism
gi|379091196|gb|JR988865.1| 	 0.125723	 cell organization and biogenesis
gi|379091196|gb|JR988865.1| 	 0.125723	 developmental processes
gi|379091196|gb|JR988865.1| 	 0.125723	 other biological processes
gi|379091196|gb|JR988865.1| 	 0.125723	 other metabolic processes
gi|379091196|gb|JR988865.1| 	 0.125723	 protein metabolism
gi|379091197|gb|JR988866.1| 	 0.207129	 transport
gi|379091199|gb|JR988868.1| 	 0.101282	 other metabolic processes
gi|379091202|gb|JR988871.1| 	 0.0351428	 cell adhesion
gi|379091202|gb|JR988871.1| 	 0.0351428	 cell organization and biogenesis
gi|379091202|gb|JR988871.1| 	 0.0351428	 developmental processes
gi|379091202|gb|JR988871.1| 	 0.0351428	 other biological processes
gi|379091206|gb|JR988875.1| 	 0.0572233	 transport
gi|379091208|gb|JR988877.1| 	 2.85552	 cell organization and biogenesis
gi|379091208|gb|JR988877.1| 	 2.85552	 transport
gi|379091210|gb|JR988879.1| 	 0.549387	 other biological processes
gi|379091214|gb|JR988883.1| 	 0.65632	 other metabolic processes
gi|379091216|gb|JR988885.1| 	 0.598349	 RNA metabolism
gi|379091216|gb|JR988885.1| 	 0.598349	 developmental processes
gi|379091217|gb|JR988886.1| 	 0.874432	 other metabolic processes
gi|379091218|gb|JR988887.1| 	 0.472253	 other biological processes
gi|379091218|gb|JR988887.1| 	 0.472253	 other metabolic processes
gi|379091218|gb|JR988887.1| 	 0.472253	 transport
gi|379091220|gb|JR988889.1| 	 2.6374	 other metabolic processes
gi|379091226|gb|JR988895.1| 	 0.72743	 transport
gi|379091228|gb|JR988897.1| 	 2.52135	 stress response
gi|379091242|gb|JR988911.1| 	 0.494678	 RNA metabolism
gi|379091250|gb|JR988919.1| 	 0.440945	 RNA metabolism
gi|379091250|gb|JR988919.1| 	 0.440945	 developmental processes
gi|379091253|gb|JR988922.1| 	 1.51064	 other metabolic processes
gi|379091253|gb|JR988922.1| 	 1.51064	 transport
gi|379091254|gb|JR988923.1| 	 0.245807	 RNA metabolism
gi|379091254|gb|JR988923.1| 	 0.245807	 cell organization and biogenesis
gi|379091254|gb|JR988923.1| 	 0.245807	 developmental processes
gi|379091254|gb|JR988923.1| 	 0.245807	 other biological processes
gi|379091254|gb|JR988923.1| 	 0.245807	 other metabolic processes
gi|379091254|gb|JR988923.1| 	 0.245807	 protein metabolism
gi|379091254|gb|JR988923.1| 	 0.245807	 signal transduction
gi|379091257|gb|JR988926.1| 	 0.587669	 signal transduction
gi|379091260|gb|JR988929.1| 	 7.52664	 other metabolic processes
gi|379091261|gb|JR988930.1| 	 1.72914	 other biological processes
gi|379091261|gb|JR988930.1| 	 1.72914	 transport
gi|379091264|gb|JR988933.1| 	 0.799925	 RNA metabolism
gi|379091266|gb|JR988935.1| 	 0.918283	 DNA metabolism
gi|379091271|gb|JR988940.1| 	 0.961474	 death
gi|379091271|gb|JR988940.1| 	 0.961474	 protein metabolism
gi|379091280|gb|JR988949.1| 	 0.46357	 other metabolic processes
gi|379091283|gb|JR988952.1| 	 0.821385	 RNA metabolism
gi|379091285|gb|JR988954.1| 	 0.381966	 cell cycle and proliferation
gi|379091285|gb|JR988954.1| 	 0.381966	 cell organization and biogenesis
gi|379091285|gb|JR988954.1| 	 0.381966	 developmental processes
gi|379091285|gb|JR988954.1| 	 0.381966	 protein metabolism
gi|379091292|gb|JR988961.1| 	 0.214354	 other metabolic processes
gi|379091301|gb|JR988970.1| 	 0.0919224	 RNA metabolism
gi|379091301|gb|JR988970.1| 	 0.0919224	 developmental processes
gi|379091301|gb|JR988970.1| 	 0.0919224	 signal transduction
gi|379091302|gb|JR988971.1| 	 1.73047	 other metabolic processes
gi|379091304|gb|JR988973.1| 	 2.98637	 other metabolic processes
gi|379091304|gb|JR988973.1| 	 2.98637	 stress response
gi|379091308|gb|JR988977.1| 	 2.15525	 other biological processes
gi|379091308|gb|JR988977.1| 	 2.15525	 protein metabolism
gi|379091308|gb|JR988977.1| 	 2.15525	 stress response
gi|379091311|gb|JR988980.1| 	 14.1933	 other biological processes
gi|379091319|gb|JR988988.1| 	 1.57033	 other metabolic processes
gi|379091320|gb|JR988989.1| 	 0.324215	 cell cycle and proliferation
gi|379091320|gb|JR988989.1| 	 0.324215	 developmental processes
gi|379091320|gb|JR988989.1| 	 0.324215	 other biological processes
gi|379091320|gb|JR988989.1| 	 0.324215	 protein metabolism
gi|379091320|gb|JR988989.1| 	 0.324215	 signal transduction
gi|379091320|gb|JR988989.1| 	 0.324215	 stress response
gi|379091320|gb|JR988989.1| 	 0.324215	 transport
gi|379091336|gb|JR989005.1| 	 0.744844	 other biological processes
gi|379091336|gb|JR989005.1| 	 0.744844	 protein metabolism
gi|379091339|gb|JR989008.1| 	 1.44646	 other metabolic processes
gi|379091339|gb|JR989008.1| 	 1.44646	 protein metabolism
